Id;Text;Source;SourceUrl
130;"If my enemies are important to my scheme and thus cannot be shot immediately, I will not keep them together in the same cellblock, much less the same cell.  The only keys to their cells will be kept on my person at all times; copies of them will not be handed out to every guard in my headquarters.  And they will be shot as soon as it is feasible to do so.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
131;If my Evil Offspring is corrupted by the forces of Good, I will not try to attempt to bring him back to the Dark Side.  I will give him up as a lost cause, eliminate him if he goes against me, and find a suitable Evil protégé somewhere else.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
132;If my evil sorceress consort fails to destroy the hero for a third consecutive time with her so-called magic, I will reassign her to running the 1-800-PSYCHIC hotline, I will also try to keep a straight face when ever she threatens to turn me into a toad.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
133;If my mad scientist tells me that my super weapon is almost finished, but requires more testing, I will wait for him to complete the testing.  No one ever conquered the world by using a beta-version.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
134;If my objective is world domination, I will not be tempted by tantalizing opportunities to achieve absolute power, as these inevitably backfire.  However, if my objective is absolute power, I will consider settling for mere world domination.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
135;If my stronghold is attacked, I will immediately use my prepared escape pod to escape to my auxiliary HQ, from which I will direct the defense of my primary headquarters.  I will not wait until my enemies are breaking down the doors of my inner sanctum before attempting to leave.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
136;If my superweapon can be controlled by computers or other electronic/electrical means, then there is no need for there to be only one set of controls right next to the main power source.  A fake set, directly connected to a multi-amp circuit, will occupy this location.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
137;If my Trusted Lieutenant tells me that my Legions of Terror are losing a battle, I will believe him.  After all, he is my Trusted Lieutenant.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
138;If my Ultimate Incantation or Supreme Summoning leaves me weak and vulnerable from the expenditure of energy, I will only undertake it deep in the center of my fortress, and get plenty of sleep before applying the results.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
139;If one of my daughters actually manages to win the hero and openly defies me, I will congratulate her on her choice, proclaim a national holiday to celebrate the wedding, and name the hero my heir.  This should be enough to break up their relationship.  If not, at least I can be assured that the hero won't attack me while I am holding a parade in his honor.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
140;"If one of my enemies says, ""Look, before you kill us, will you at least tell us what this is all about?"" I will say, ""No."" And then I will shoot them.  On second thought, I'll shoot him first and then say, ""No.""";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
141;If reputable prophecy dictates I will be defeated/killed by a certain person or event, I will not waste time trying to eliminate him or prevent it.  I will enjoy my power for all its worth, as long as I can, meanwhile devoting reasonable energies in a search for new prophecies that will get me out of the first one.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
142;If the hero and his party mount a surprise raid on my fortress, and there's no time to reach my secret escape pod, I will disguise myself as one of my bottom-rung, non-combat employees.  (No real hero would shoot a poor, defenseless janitor, now would he?);The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
143;If the hero runs up to my roof, I will not run up after him and struggle with him in an attempt to push him over the edge.  I will also not engage him at the edge of a cliff.  (In the middle of a rope-bridge over a river of molten lava is not even worth considering.);The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
144;If there is any body of water in my realm that is home to a race of clumsy, Rastafarian-like amphibians, it will immediately be drained and filled in with concrete.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
145;If there is any doubt about whether or not my enemies know something, I will act on the assumption that they do know.  Unless it is important to my plans that they know, in which case I will make sure the information is leaked to them from an unimpeachable source.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
146;In my headquarters, incinerators, not compactors will dispose of bulk trash, and they will be kept hot, with none of this nonsense about flames shooting through accessible tunnels at intervals.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
147;In the event of failure, I will consider the possibility that my enemies are proficient and intelligent before assuming incompetence or betrayal on the part of my advisors.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
148;Instead of going to all the trouble of stealing a 200 megaton nuclear device and ransoming a city to get the billions of dollars needed to enact my Master Plan, Ill simply start an evangelical Tele-ministry.  That way, I not only will get the money, Ill get a fanatical cult of followers that will obey my every command, should I ever need such a thing.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
149;Instead of killing, imprisoning, or brain wiping the witnesses to my mistakes, I will instead apply equivalent, if not greater effort toward avoiding mistakes.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
150;It is never necessary to store explosive materials and/or fuel anywhere near my central control or computer complex.  If for some reason such a situation should come about, they will not be in the same room as the central computer.  They will be in a concrete bunker protected by blast doors and fire prevention systems.  The same goes for the vats of toxic waste, acids, and super-cold liquids.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
151;Likewise, I will not use cloned duplicates to safeguard myself from capture by my enemies because they have desires and needs like other people and may sell me out, or worse attempt to murder and replace me.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
152;Members of my Legion of Terror will attend seminars on Sensitivity Training.  It's good public relations for them to be kind and courteous to the general population when not actively engaged in sowing chaos and destruction.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
153;Mind-controlled or love-potioned subjects will be left enough free will that they do not have to be specifically ordered to perform useful actions such as enabling my escape, administering medical help, or otherwise coming to my aid.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
154;My doomsday device will not employ a large red digital countdown device unless it is absolutely necessary.  If a countdown device proves to be necessary, the doomsday device will be set to activate when the counter reaches 00:10:00, rather than 00:00:00.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
155;My doomsday devices will always be designed and built in pairs.  And both of them will be activated simultaneously.  For that matter, any important device will be designed and built in pairs.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
156;My doomsday machine will have a highly-advanced technological device called a capacitor in case someone inconveniently pulls the plug at the last second.  (If I have access to really advanced technology, I will include a back-up device known as a battery.);The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
157;My door mechanisms will be designed so that blasting the control panel on the outside seals the door and blasting the control panel on the inside opens the door, not vice versa.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
158;My dungeon cell decor will not feature exposed pipes.  While they add to the gloomy atmosphere, they are good conductors of vibrations and a lot of prisoners know Morse code.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
159;My dungeon cells will have solid physical doors in addition to force fields so that every power failure doesn't become a jailbreak.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
160;My dungeon cells will not be furnished with objects that contain reflective surfaces or anything that can be unraveled.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
161;My dungeon will have its own qualified medical staff complete with bodyguards.  That way if a prisoner becomes sick and his cellmate tells the guard it's an emergency, the guard will fetch a trauma team instead of opening up the cell for a look.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
162;My enemies are not entitled to a last kiss, a last cigarette, or a last anything.  They are entitled to get shot.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
163;My force field generators will be located inside the force field they generate.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
164;My fortress will be designed with blast doors that authorized personnel can open and close quickly and easily whenever they need to.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
165;"My headquarters will have a heavily guarded room located at the bottom of a 100 story subterranean shaft behind a door marked ""command center"".  This room will have a sophisticated computer the size of a city bus.  This computer will contain a carefully encrypted but totally false version of my Master Plan, have no external links, and no real purpose.  My actual ""command center"" will be a satellite-linked laptop on a card table with a folding chair at the top of the elevator shaft, behind a door marked ""standpipe valves"", accessible through the unlocked janitor's closet.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
166;My Legions of Terror will be trained in basic rifle marksmanship.  Any who cannot hit a man-sized target at ten meters will be used for target practice.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
167;My Legions of Terror will be trained so that if they burst into rebel headquarters and find it empty except for a strange, blinking device, they will not approach it to investigate.  Rather they will run like hell.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
168;My Legions of Terror will be trained to dogpile hand-to-hand opponents, rather than attacking them in ones and twos while the rest stand around waiting their turn.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
169;My Legions of Terror will have a competent Internal Affairs department to make sure, among other things, that none of my henchpersons are old childhood friends or former lovers of the Hero.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
170;My Legions of Terror will have helmets with clear, space-age-plastic faceplates that allow the troopers to see clearly, and allow others to identify the trooper by sight with ease.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
171;My Legions of Terror will have uniforms designed by a talented fashion designer, and will not be a cheap knockoff of the Nazi SS uniform, the roman foot-soldier uniform, or the clothing of the savage Mongol horde.  All such groups were eventually defeated, and I want my troopers to have a more positive outlook about themselves.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
172;My main computer will use a custom operating system incompatible with all of the more common PowerBook and laptop computer models commercially available today.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
173;My noble half-brother, whose throne I usurped to come into power, will not be secretly kept imprisoned anonymously in a cell in my dungeon.  He will be killed as soon as my coronation is over.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
174;My pet monster's cage will be cleaned regularly and kept free of rocks, sticks, bones, or any other debris condemned prisoners might use as weapons to slay it when I drop them through the secret trap door.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
175;My Secret Police will be instructed to concentrate on Genuine Threats To My Reign.  They do not need to waste time and resources investigating/persecuting every last disgruntled peasant, unless it's a slow day and there's really nothing else for them to do.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
176;My security keypad will actually be a fingerprint scanner.  Anyone who watches someone press a sequence of buttons or dusts the pad for fingerprints then subsequently tries to enter by repeating that sequence will trigger the alarm system.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
177;My stronghold will have ventilation ducts that are too small to crawl through.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
178;"My stronghold won't have a self-destruct device unless it is absolutely necessary.  If a self-destruct device turns out to be necessary, a big red button marked ""Danger!  Do not push!"" will not activate it.  The big red button marked ""Danger!  Do not push!"" will instead trigger a spray of bullets onto anyone stupid enough to disregard it.  Similarly, no on/off switches in my control room will be labeled as such.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
179;My undercover agents will not be required to wear jackboots, or to adhere to any other form of a dress code.  Neither will they have tattoos which identify their allegiance to me.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
180;My vats of hazardous chemicals will be covered when not in use.  Also, I will not construct walkways above them.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
181;New recruits for my Legend of Terror and/or secret police will undergo careful screening - including background checks, psychological evaluations, IQ and aptitude testing, drug and alcohol screening, and full physicals - before they begin training/service.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
182;No matter how many shorts we have in the system, my guards will be instructed to treat every surveillance camera malfunction as a full-scale emergency.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
183;"No matter how much I desire vengeance, I will never issue the order, ""Leave him!  He's mine!""";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
184;No matter how tempted I am by the prospect of unlimited power, I will not consume any energy field that is larger than my head.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
185;No part of my fortress will feature giant, free-standing stone statues or obelisks.  While the sight of them would indeed be awe inspiring, it would be far too easy for a hero with superhuman strength or a well placed explosive charge to knock one over on top of me and/or my soldiers.  Optionally, if I must have giant statues made out of myself, they will be made of Styrofoam and helium.  This way, when the explosive charge does go off, there will be a short, morale boosting moment as I get to do the Evil Overlord Chipmunk command to slay my enemies.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
186;No Ultimate Incantation that requires sacrifice of a Virgin is worth the trouble of a) securing such a rarity and b) relying on a quality that is so easily cured by an amorous Hero or Heroine in less than a minute of stolen time.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
187;Once my power is secure, I will destroy any pesky time machines that might be at hand.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
188;One of my chief advisors will be an average, every-day eight-year-old child.  Any flaws in my Master Plan that he is able to spot will be corrected long before I put that plan into action.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
189;One of my closest advisors will be a prolific hack novelist.  If any part of my Master Plan begins to resemble any of his work, it will be disregarded.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
190;Regardless of the extra revenue and good PR they might generate, I will not allow public tours of my fortress or any other important facility I own.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
191;Ropes supporting various fixtures will not be tied next to open windows or staircases, and chandeliers will be hung way at the top of the ceiling.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
192;"Shooting is not ""too good"" for my enemies.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
193;Since nothing is more irritating than a hero defeating you with basic math skills, I will design all of my personal sidearms to fire one more bullet than is standard.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
194;The artifact which is the source of my power will not be kept on the mountain of despair beyond the river of fire guarded by the dragons of eternity.  It will be locked up in my safe-deposit box.  The same can be said for the artifact that is my one vulnerability.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
195;The entrance to my stronghold will have doors that are normal sized.  While twenty-foot tall doors do impress the masses, they are difficult to close quickly in an emergency.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
196;The Fair Maiden will never be left unsecured in rooms full of bolt cutters, gasoline cans, knives, scissors, lock picks, band saws, electric drills, submachine guns, hand grenades, flame throwers and the like under the assumption that simply because she is unable to leave the room, she is helpless.  The fair maiden will always be gagged, bound hand and foot, and either secured to some very stable object well away from all other objects in the room, or even better, hogtied.  Evil minions who leave the fair maiden alone and unsecured will be left alone and unsecured in a room full of angry bears.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
197;The gun turrets on my fortress will not rotate enough so that they may direct fire inward or at each other.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
198;The interior decor of my fortress will not feature pointy objects I could be impaled upon if I'm knocked off balance and stumble backwards during a fight.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
199;"The members of my secret police will have broad-ranging authority to do their jobs.  However, I reserve the right to terminate any who use their power for what I deem to be ""non-constructive purposes"" (like petty revenge).";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
200;The moat around my fortress will be teeming with sharks with lasers on their heads (every creature deserves a warm meal).  And no, I will not settle for sea bass, no matter how bad-tempered they are.  ALL I ASK FOR IS SOME SHARKS WITH FRICKING LASERS ON THEIR HEADS!!!!;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
201;The passageways to and within my domain will be well-lit with fluorescent lighting.  Regrettably, the spooky atmosphere will be lost, but my security patrols will be more effective.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
202;There is a reason why the spell book of the last Evil Overlord is available to me.  If I came into possession of it through any means that involved defeat of its power, I will use it as a doorstop only.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
203;Total commitment is essential.  If I discover that I have not truly and completely gone over to the Dark Side, I will immediately cease all world-domination efforts until that last morsel of goodness is expunged.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
204;"Whatever my one vulnerability is, I will fake a different one.  For example, ordering all mirrors removed from the palace, screaming and flinching whenever someone accidentally holds up a mirror, etc.  In the climax when the hero whips out a mirror and thrusts it at my face, my reaction will be ""Hmm... I think I need a shave.""";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
205;When given a choice as to which fair maiden of two or more to capture, I will always choose the more attractive ones.  This would seem to be obvious, but it's surprising how often minions miss this point.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
206;When I capture the fair maiden, I will not kill her.  This is not a matter of morality -- if I gave a fig about that, I wouldn't run around kidnapping women in the first place.  However, if I do kill the fair maiden, I have the problem of disposing of the body and I no longer have the leverage provided by the threat of killing her.  If the fair maiden presents a problem in terms of being a witness, I will solve that problem by blindfolding her or making her wear a hood.  Simply because I am evil does not mean I am wasteful, and it's wasteful to kill perfectly good fair maidens.  After all, I might have some use for her at some point.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
207;When I capture the hero, I will also make sure to capture his pet ferret, dog, monkey, or whatever other sickeningly cute pet animal that is capable of untying ropes, fetching keys, etc that happens to be following him around.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
208;"When I create a multimedia presentation of my plan designed so that my five-year-old advisor can easily understand the details, I will not label the disk ""Project Overlord"" and leave it lying on top of my desk.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
209;When I have completely conquered and subjugated the entire world, I will not immediately branch out into other worlds/dimensions.  I'll wait a few generations so that my subjects will only know life under my benevolent reign, thus providing little help to any renegades from the new worlds.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
210;When I have the fair maiden nicely tied up and am ready for a good gloat, I will not lean down and stare into her space from a distance of inches.  She will just spit on me.  If I absolutely have to do some close, face-to-face gloating, I'll make sure she's gagged first.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
211;"When it is prophesized that ""no man will defeat me"", I will keep in mind the growing presence and influence of non-traditional gender roles in the world today.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
212;When my guards split up to search for intruders, they will always travel in groups of at least two.  They will be trained so that if one of them disappears mysteriously while on patrol, the other will immediately initiate an alert and call for backup, instead of quizzically peering around a corner.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
213;When my Legions of Terror park their vehicle to do reconnaissance on foot, they will be instructed to employ The Club.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
214;When my troops invade an unsuspecting country, I will direct the attack from the safety of my stronghold.  If I absolutely must ride into battle myself, I will certainly not do so at the forefront of my army.  Nor will I attempt to seek out my opposite number among his army for personal combat.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
216;When the time comes to unite the world's diverse underworld elements into one massive criminal organization, the meeting with my underbosses will not feature the elimination of the vociferous objectors and the intimidation of the rest.  Rather, it will feature the deputization of the most powerful that I can control easily and the elimination of the rest.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
217;While deformed mutants and oddball psychotics will certainly have their place in my Legions of Terror, I will not send them out on missions that require tact or subtlety.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
218;While it may be tempting to use an Ultmate Weapon or Spell with a rare, almost impossible to exploit, Tiny Flaw to accomplish my goals, if many Penultimate Weapons or Spells with no such flaw can achieve the same effect, I will employ them instead.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
226;All my secret escape pods will come with leather interior, dual climate zone comfort system, AM/FM stereo with 5 disk CD changer, emergency small arms cache, first aid kit, and a pair of fuzzy dice hanging from the rear view mirror.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
232;Another of my closest advisors will be a prolific hack novelist.  If any part of my Master Plan begins to resemble any of his work, it will be disregarded.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
306;I will not resort to android duplicates to safeguard myself from capture by my enemies because: (b) My enemies can capture and reprogram one for the same effect.;The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
435;"When the rebel leader challenges me to a one-on-one fight, and asks """"Or are you afraid to face me without your goons to back you up?"" My reply will be ""No, Im not afraid...  Just sensible."" And then I will shoot him.";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
453;"I will not resort to android duplicates to safeguard myself from capture by my enemies because: (c) Any android can at any time decide that humans are inferior and commence extermination. Handing a killer android an already-assembled international conspiracy is considered ""bad form"".";The Evil Overlord List;http://legendspbem.angelfire.com/eviloverlordlist.html
